primary_key,input_street,input_zone,x,y,score,locator,matchAddress,standardizedAddress,addressGrid,message
F10-9989,2182 North Hill Field Road Ste 4,84041.0,418326.20031243225,4549390.163523226,100.0,AddressPoints.AddressGrid,"2182 N HILL FIELD RD, LAYTON",2182 north hill field road,LAYTON,
F10-28837,8627 S Redwood Road,84084.0,420614.9528179854,4494187.400704812,100.0,AddressPoints.AddressGrid,"8627 S REDWOOD RD, SALT LAKE CITY",8627 south redwood road,SALT LAKE CITY,
F20-78080,3118 N 1200 W,84043.0,426334.4296914402,4475482.910781361,100.0,AddressPoints.AddressGrid,"3118 N 1200 W, LEHI",3118 north 1200 west,LEHI,
F10-8664,777 S 1300 E,84102.0,427977.0374552352,4511632.497987864,100.0,AddressPoints.AddressGrid,"777 S 1300 E, SALT LAKE CITY",777 south 1300 east,SALT LAKE CITY,
F10-4079,500 S Foothill Blvd,84148.0,429045.5692,4512195.853,100.0,USPS Delivery Points,VETERANS ADMINISTRATION HOSPITAL,500 south foothill boulevard,SALT LAKE CITY,
F19-75360,288 N 1460 W,84116.0,421245.5114451852,4514302.189010485,100.0,AddressPoints.AddressGrid,"288 N 1460 W, SALT LAKE CITY",288 north 1460 west,SALT LAKE CITY,
F10-27766,494 E 2700 S,84115.0,425915.46817073115,4507214.338685714,100.0,Centerlines.StatewideRoads,"494 E 2700 S, Salt Lake City",494 east 2700 south,Salt Lake City,
F13-34814,1248 South 300 East,84111.0,425475.5035339293,4510464.860192323,100.0,AddressPoints.AddressGrid,"1248 S 300 E, SALT LAKE CITY","1248 South 300 East, 84111",SALT LAKE CITY,
F19-75420,161 W 4500 S,84107.0,424284.9203300959,4502947.332262958,100.0,AddressPoints.AddressGrid,"161 W 4500 S, SALT LAKE CITY",161 west 4500 south,SALT LAKE CITY,
F20-80841,5272 W 3500 S,84120.0,414065.0225302921,4505598.179761457,100.0,AddressPoints.AddressGrid,"5272 W 3500 S, SALT LAKE CITY",5272 west 3500 south,SALT LAKE CITY,
F20-80020,139 S State Street,84042.0,439487.6412888761,4465141.630019435,100.0,AddressPoints.AddressGrid,"139 S STATE ST, LINDON",139 south state street,LINDON,
F10-16610,2647 North 1000 West,84404.0,416011.89049666194,4573221.722916568,100.0,AddressPoints.AddressGrid,"2647 N 1000 W, OGDEN","2647 North 1000 West, 84404",OGDEN,
F10-1500,65 East Center,84634.0,429440.5477314574,4334341.266598735,90.92,AddressPoints.AddressGrid,"65 E CENTER ST, GUNNISON","65 East Center, 84634",GUNNISON,
F22-88221,438 E 700 S,84015.0,414513.8908664412,4550726.614248067,100.0,AddressPoints.AddressGrid,"438 E 700 S, CLEARFIELD",438 east 700 south,CLEARFIELD,
F20-82700,4062 South 4000 West,84120.0,416575.44858461176,4504043.932740795,100.0,AddressPoints.AddressGrid,"4062 S 4000 W, SALT LAKE CITY","4062 South 4000 West, 84120",SALT LAKE CITY,
F19-69400,1755 W 7800 S,84088.0,420434.8869006873,4495791.651213772,100.0,AddressPoints.AddressGrid,"1755 W 7800 S, SALT LAKE CITY",1755 west 7800 south,SALT LAKE CITY,
F10-27901,205 N Tremont Street,84337.0,402962.64164221217,4618715.177878081,100.0,AddressPoints.AddressGrid,"205 N TREMONT ST, TREMONTON",205 north tremont street,TREMONTON,
F10-27326,12243 S 700 W,84020.0,422935.20814186026,4486800.661340891,100.0,AddressPoints.AddressGrid,"12243 S 700 W, SALT LAKE CITY",12243 south 700 west,SALT LAKE CITY,
F10-28416,4786 E 2600 N,84310.0,430244.46954762744,4572970.861830033,100.0,AddressPoints.AddressGrid,"4786 E 2600 N, OGDEN",4786 east 2600 north,OGDEN,
F21-87205,3639 W 2600 N,84404.0,410618.4168564698,4573040.733973188,100.0,AddressPoints.AddressGrid,"3639 W 2600 N, OGDEN",3639 west 2600 north,OGDEN,
F11-29803,985 E 10600 S ,84094.0,426944.8281596002,4490192.147962745,100.0,AddressPoints.AddressGrid,"985 E 10600 S, SALT LAKE CITY",985 east 10600 south,SALT LAKE CITY,
F19-68760,1505 W White Pine Canyon Road,84060.0,454611.9114281079,4503602.745585255,100.0,AddressPoints.AddressGrid,"1505 W WHITE PINE CANYON RD, PARK CITY",1505 west white pine canyon road,PARK CITY,
F21-83100,494 E 900 S,84790.0,271331.6820733297,4108041.2364119734,100.0,AddressPoints.AddressGrid,"494 E 900 S, ST GEORGE",494 east 900 south,ST GEORGE,
F17-58376,1266 E Washington Dam Road,84780.0,278956.7709611638,4110001.5705127167,100.0,AddressPoints.AddressGrid,"1266 E WASHINGTON DAM RD, WASHINGTON",1266 east washington dam road,WASHINGTON,
F20-82380,1160 W 12th Street,84409.0,415601.43742820097,4566429.1235456085,100.0,AddressPoints.AddressGrid,"1160 W 12TH ST, OGDEN",1160 west 12th street,OGDEN,
F17-59674,1920 W 250 N,84404.0,414000.53272402467,4568750.95888432,100.0,AddressPoints.AddressGrid,"1920 W 250 N, OGDEN",1920 west 250 north,OGDEN,
F16-50734,10504 South Redwood Rd,84095.0,420434.1385574822,4490395.322062523,100.0,AddressPoints.AddressGrid,"10504 S REDWOOD RD, SALT LAKE CITY",10504 south redwood road,SALT LAKE CITY,
F19-69860,1175 E 100 N,84651.0,439181.08247943403,4433033.882970686,100.0,AddressPoints.AddressGrid,"1175 E 100 N, PAYSON",1175 east 100 north,PAYSON,
F21-87060,39 N Professional Way,84651.0,439212.3592417705,4432860.103774976,100.0,AddressPoints.AddressGrid,"39 N PROFESSIONAL WAY, PAYSON",39 north professional way,PAYSON,
F10-3636,259 S 500 E,84102.0,426044.8405646195,4512860.017769789,100.0,AddressPoints.AddressGrid,"259 S 500 E, SALT LAKE CITY",259 south 500 east,SALT LAKE CITY,
F10-28085,544 S 400 E,84770.0,271108.86968199903,4108959.7943771677,100.0,AddressPoints.AddressGrid,"544 S 400 E, ST GEORGE",544 south 400 east,ST GEORGE,
F14-40314,9641 S 700 E,84070.0,426218.83015662595,4492092.162687982,100.0,AddressPoints.AddressGrid,"9641 S 700 E, SALT LAKE CITY",9641 south 700 east,SALT LAKE CITY,
F10-9501,2 North Medical Drive,84113.0,429140.88291040115,4513975.85253559,100.0,AddressPoints.AddressGrid,"2 N MEDICAL DR, SALT LAKE CITY","2 North Medical Drive, 84113",SALT LAKE CITY,
F19-72101,1760 S 1100 E,84105.0,427372.2076659426,4509358.604078195,100.0,AddressPoints.AddressGrid,"1760 S 1100 E, SALT LAKE CITY",1760 south 1100 east,SALT LAKE CITY,
F21-82941,9251 S Wrights Fort Road,84088.0,0,0,0,,,,,No address candidates found with a score of 70 or better.
F10-428,250 S 650 W,84511.0,633268.7276576518,4164929.4394742236,100.0,Centerlines.StatewideRoads,"250 S 650 W, Blanding",250 south 650 west,Blanding,
F10-27704,380 W 920 N,84057.0,440138.96127455955,4462904.5385994585,100.0,AddressPoints.AddressGrid,"380 W 920 N, OREM",380 west 920 north,OREM,
F10-26212,13279 S 2700 W,84065.0,418893.08238261763,4484805.657633484,100.0,AddressPoints.AddressGrid,"13279 S 2700 W, SALT LAKE CITY",13279 south 2700 west,SALT LAKE CITY,
F17-57435,5506 S 5900 W,84315.0,405814.1701694941,4557527.233687871,100.0,AddressPoints.AddressGrid,"5506 S 5900 W, OGDEN",5506 south 5900 west,OGDEN,
F10-2731,5227 W 4000 S,84315.0,407257.852392941,4560506.808647247,100.0,Centerlines.StatewideRoads,"5227 W 4000 S, Ogden",5227 west 4000 south,Ogden,
F10-3708,5670 S 4800 W,84118.0,414968.2853183548,4500187.437489043,100.0,Centerlines.StatewideRoads,"5670 S 4800 W, Salt Lake City",5670 south 4800 west,Salt Lake City,
F14-37635,754 N Redwood Road,84054.0,421674.46034200693,4523125.489432468,100.0,AddressPoints.AddressGrid,"754 N REDWOOD RD, NSL",754 north redwood road,NSL,
F10-3525,475 S Redwood Road,84104.0,420807.2524599391,4512445.821656338,100.0,AddressPoints.AddressGrid,"475 S REDWOOD RD, SALT LAKE CITY",475 south redwood road,SALT LAKE CITY,
F12-32434,351 S 100 W,84624.0,364132.29964025016,4356419.7321771225,100.0,AddressPoints.AddressGrid,"351 S 100 W, DELTA",351 south 100 west,DELTA,
F10-8081,150 North 1100 East,84003.0,434728.9650210621,4470222.171204672,100.0,Centerlines.StatewideRoads,"150 N 1100 E, American Fork","150 North 1100 East, 84003",American Fork,
F10-3602,615 S Fort Lane,84041.0,419552.8188433341,4544879.162679208,100.0,AddressPoints.AddressGrid,"615 S FORT LN, LAYTON",615 south fort lane,LAYTON,
F10-28093,5353 S 1950 W,84067.0,413817.6704000218,4557737.013532501,100.0,AddressPoints.AddressGrid,"5353 S 1950 W, OGDEN",5353 south 1950 west,OGDEN,
F19-71922,1755 N 200 E,84341.0,431081.4233793888,4623820.909817583,100.0,AddressPoints.AddressGrid,"1755 N 200 E, LOGAN",1755 north 200 east,LOGAN,
F20-77765,864 N 980 W,84057.0,438889.47005504265,4462768.558027237,100.0,AddressPoints.AddressGrid,"864 N 980 W, OREM",864 north 980 west,OREM,
F10-3589,9825 S 1300 E,84094.0,427868.22811464797,4491657.993794483,100.0,AddressPoints.AddressGrid,"9825 S 1300 E, SALT LAKE CITY",9825 south 1300 east,SALT LAKE CITY,
F10-4092,3818 W 4700 S,84129.0,416992.49966085574,4502383.00305864,100.0,AddressPoints.AddressGrid,"3818 W 4700 S, SALT LAKE CITY",3818 west 4700 south,SALT LAKE CITY,
F10-4237,475 W 260 N,84057.0,439864.2908697432,4461457.118800394,100.0,AddressPoints.AddressGrid,"475 W 260 N, OREM",475 west 260 north,OREM,
F21-87925,88 E 1000 N,84074.0,390281.29102920054,4489687.553498277,100.0,AddressPoints.AddressGrid,"88 E 1000 N, TOOELE",88 east 1000 north,TOOELE,
F10-27768,1835 N Aaron Drive,84074.0,390079.0992144817,4491073.649748998,100.0,AddressPoints.AddressGrid,"1835 N AARON DR, TOOELE",1835 north aaron drive,TOOELE,
F10-3823,199 Millpond,84074.0,390893.22263714153,4500281.187987741,90.92,AddressPoints.AddressGrid,"199 MILLPOND DR, TOOELE","199 Millpond, 84074",TOOELE,
F19-70065,70 N. State St.,84629.0,462316.7248452958,4386695.107820225,100.0,Centerlines.StatewideRoads,"70 N STATE ST, Fairview",70 north state street,Fairview,
F10-28770,3178 S Midland Drive,84401.0,414425.6777045589,4562264.445920618,100.0,Centerlines.StatewideRoads,"3178 S MIDLAND DR, Ogden",3178 south midland drive,Ogden,
F10-3617,3514 S 6000 W,84128.0,412561.049555403,4505547.572308545,100.0,AddressPoints.AddressGrid,"3514 S 6000 W, SALT LAKE CITY",3514 south 6000 west,SALT LAKE CITY,
F20-81522,445 N 700 W,84054.0,421733.1422577636,4522444.782002916,100.0,AddressPoints.AddressGrid,"445 N 700 W, NSL",445 north 700 west,NSL,
F15-44514,222 W Main Street,84029.0,375572.6112031995,4495474.48830444,100.0,AddressPoints.AddressGrid,"222 W MAIN ST, GRANTSVILLE",222 west main street,GRANTSVILLE,
F13-36697,4790 S Hanauer Street,84107.0,424743.2690646804,4502207.338480242,100.0,AddressPoints.AddressGrid,"4790 S HANAUER ST, SALT LAKE CITY",4790 south hanauer street,SALT LAKE CITY,
F20-79720,3586 Brinker Ave,84403.0,420358.3316658411,4561192.902112996,100.0,AddressPoints.AddressGrid,"3586 BRINKER AVE, OGDEN",3586 brinker avenue,OGDEN,
F14-37974,1109 N Washington Boulevard,84404.0,418809.1690396092,4570008.889746465,100.0,Centerlines.StatewideRoads,"1109 N WASHINGTON BLVD, Ogden",1109 north washington boulevard,Ogden,
F13-34654,525 E 2650 N,84414.0,419285.2398419406,4573287.692586995,100.0,AddressPoints.AddressGrid,"525 E 2650 N, OGDEN",525 east 2650 north,OGDEN,
F17-57916,677 E 12 Street,84404.0,0,0,0,,,,,No address candidates found with a score of 70 or better.
F19-70581,5686 South 2050 West,84067.0,413642.11815936805,4557017.774224611,100.0,Centerlines.StatewideRoads,"5686 S 2050 W, Ogden","5686 South 2050 West, 84067",Ogden,
F10-13325,12265 S 1190 E,84020.0,427484.1008303897,4486862.331400684,100.0,AddressPoints.AddressGrid,"12265 S 1190 E, SALT LAKE CITY",12265 south 1190 east,SALT LAKE CITY,
F10-27989,1208 N Shepard Creek Parkway,84025.0,423422.18094084365,4539180.1235211985,100.0,AddressPoints.AddressGrid,"1208 N SHEPARD CREEK PKWY, FARMINGTON",1208 north shepard creek parkway,FARMINGTON,
F10-3616,775 N  400 E,84054.0,423971.20346191723,4523096.53265711,100.0,AddressPoints.AddressGrid,"775 N 400 E, NSL",775 north 400 east,NSL,
F10-1148,765 E 1200 S,84097.0,442436.86689229135,4458576.429937314,100.0,AddressPoints.AddressGrid,"765 E 1200 S, OREM",765 east 1200 south,OREM,
F10-3660,9165 S 1300 E,84094.0,427830.3500454811,4493032.859510284,100.0,AddressPoints.AddressGrid,"9165 S 1300 E, SALT LAKE CITY",9165 south 1300 east,SALT LAKE CITY,
F19-70780,928 W 1800 N,84015.0,412320.6614383467,4554863.520882536,100.0,AddressPoints.AddressGrid,"928 W 1800 N, CLEARFIELD",928 west 1800 north,CLEARFIELD,
F21-87731,12 E 700 S,84770.0,270439.8995856446,4108649.6843973375,100.0,AddressPoints.AddressGrid,"12 E 700 S, ST GEORGE",12 east 700 south,ST GEORGE,
F10-3717,2105 Alta Canyon Drive,84093.0,429744.9693421516,4494140.399642085,100.0,AddressPoints.AddressGrid,"2105 ALTA CANYON DR, SALT LAKE CITY","2105 Alta Canyon Drive, 84093",SALT LAKE CITY,
F10-3889,6955 S 2300 E,84121.0,430275.70088158315,4497456.357920689,100.0,AddressPoints.AddressGrid,"6955 S 2300 E, SALT LAKE CITY",6955 south 2300 east,SALT LAKE CITY,
F10-3740,325 W 1550 N,84041.0,418318.9697411611,4548362.792251576,100.0,AddressPoints.AddressGrid,"325 W 1550 N, LAYTON",325 west 1550 north,LAYTON,
F10-4281,11347 S 1000 E,84094.0,426995.99247498915,4488673.950437059,100.0,AddressPoints.AddressGrid,"11347 S 1000 E, SALT LAKE CITY",11347 south 1000 east,SALT LAKE CITY,
F21-85600,289 N 500 W,84043.0,427205.2818684707,4471499.2638076255,100.0,AddressPoints.AddressGrid,"289 N 500 W, LEHI",289 north 500 west,LEHI,
F21-85601,1135 E 3200 N,84043.0,429449.751822804,4475636.733740509,100.0,AddressPoints.AddressGrid,"1135 E 3200 N, LEHI",1135 east 3200 north,LEHI,
F15-44455,575 Lockwood Drive,84404.0,419127.460744972,4570522.872994226,100.0,AddressPoints.AddressGrid,"575 LOCKWOOD DR, OGDEN","575 Lockwood Drive, 84404",OGDEN,
F10-3490,1636 N 1200 W,84041.0,417038.2183003391,4548603.45287822,100.0,Centerlines.StatewideRoads,"1636 N 1200 W, Layton",1636 north 1200 west,Layton,
F10-15890,120 E Altamira,84720.0,318374.6390282154,4170872.1777618392,90.92,Centerlines.StatewideRoads,"120 E ALTAMIRA DR, Cedar City",120 east altamira,Cedar City,
F10-15797,4540 S 900 E,84117.0,426789.8791189032,4502847.519706541,100.0,AddressPoints.AddressGrid,"4540 S 900 E, SALT LAKE CITY",4540 south 900 east,SALT LAKE CITY,
F10-15799,2857 W 7800 S,84088.0,418714.58164525614,4495822.774138455,100.0,AddressPoints.AddressGrid,"2857 W 7800 S, SALT LAKE CITY",2857 west 7800 south,SALT LAKE CITY,
F10-15796,3655 W 2340 S,84120.0,417369.0996934796,4508069.877768071,100.0,AddressPoints.AddressGrid,"3655 W 2340 S, SALT LAKE CITY",3655 west 2340 south,SALT LAKE CITY,
F18-66780,795 W Center St,84601.0,442791.48328092165,4453890.4815466935,100.0,AddressPoints.AddressGrid,"795 W CENTER ST, PROVO",795 west center street,PROVO,
F10-13336,1070 S Foothill Drive,84108.0,429811.77160013106,4510862.953012794,100.0,AddressPoints.AddressGrid,"1070 S FOOTHILL DR, SALT LAKE CITY",1070 south foothill drive,SALT LAKE CITY,
F11-29842,872 W 1600 S,84015.0,412419.8809822846,4549349.332542906,100.0,AddressPoints.AddressGrid,"872 W 1600 S, CLEARFIELD",872 west 1600 south,CLEARFIELD,
F18-60655,72 N Main,84335.0,430918.472858004,4632111.340641445,90.92,AddressPoints.AddressGrid,"72 N MAIN ST, SMITHFIELD",72 north main,SMITHFIELD,
F10-13224,653 E Simpson Avenue,84106.0,426277.7000318739,4508302.887933495,100.0,AddressPoints.AddressGrid,"653 E SIMPSON AVE, SALT LAKE CITY",653 east simpson avenue,SALT LAKE CITY,
F19-70560,4732 S 1950 W,84129.0,420244.54703143815,4502185.830632134,100.0,AddressPoints.AddressGrid,"4732 S 1950 W, SALT LAKE CITY",4732 south 1950 west,SALT LAKE CITY,
F17-59694,2233 Grant Ave,84401.0,418265.8577101948,4564339.672004255,100.0,AddressPoints.AddressGrid,"2233 GRANT AVE, OGDEN",2233 grant avenue,OGDEN,
F13-36816,4000 Canyons Resort Drive,84098.0,452989.12580309197,4504097.504188744,100.0,AddressPoints.AddressGrid,"4000 CANYONS RESORT DR, PARK CITY","4000 Canyons Resort Drive, 84098",PARK CITY,
F14-38814,225 West Apple Street,84029.0,375556.61194628966,4495076.403734386,100.0,AddressPoints.AddressGrid,"225 W APPLE ST, GRANTSVILLE","225 West Apple Street, 84029",GRANTSVILLE,
F10-26433,195 W 1100 S,84302.0,414947.39766395895,4593174.864199459,100.0,AddressPoints.AddressGrid,"195 W 1100 S, BRIGHAM CITY",195 west 1100 south,BRIGHAM CITY,
F20-82521,16 E 200 S,84535.0,645771.3521604296,4192647.3675149153,100.0,AddressPoints.AddressGrid,"16 E 200 S, MONTICELLO",16 east 200 south,MONTICELLO,
F10-27930,3879 W 7800 S,84088.0,416785.5508857698,4495830.057895559,100.0,AddressPoints.AddressGrid,"3879 W 7800 S, SALT LAKE CITY",3879 west 7800 south,SALT LAKE CITY,
F10-28217,425 S Vernal Avenue Building B,84078.0,624805.0345557684,4478683.63172737,100.0,Centerlines.StatewideRoads,"425 S VERNAL AVE, Vernal",425 south vernal avenue,Vernal,
F21-86080,1550 Digital Drive,84043.0,425873.72082837496,4474795.940959413,100.0,AddressPoints.AddressGrid,"1550 DIGITAL DR, LEHI","1550 Digital Drive, 84043",LEHI,
F18-65716,7351 S 900 E,84047.0,426783.08022898424,4496625.071061119,100.0,AddressPoints.AddressGrid,"7351 S 900 E, SALT LAKE CITY",7351 south 900 east,SALT LAKE CITY,
F21-86682,352 E State Rd.,84062.0,437569.7333067053,4467328.569270236,90.92,AddressPoints.AddressGrid,"352 E STATE ST, PLEASANT GROVE",352 east state road,PLEASANT GROVE,
F12-31215,188 E 300 S Ste C,84770.0,270762.4469799517,4109358.20949664,100.0,AddressPoints.AddressGrid,"188 E 300 S, ST GEORGE",188 east 300 south,ST GEORGE,
F17-57879,100 N 360 W,84713.0,355880.6341844816,4237694.234963674,100.0,AddressPoints.AddressGrid,"360 W 100 N, BEAVER",100 north 360 west,BEAVER,
F18-68100,2 E Center St,84751.0,324410.67111838626,4251770.812693588,100.0,Centerlines.StatewideRoads,"2 E CENTER ST, Milford",2 east center street,Milford,
F16-49715,130 N 200 E,84501.0,516566.34388444666,4383548.257039356,100.0,AddressPoints.AddressGrid,"130 N 200 E, PRICE",130 north 200 east,PRICE,
F19-75720,2975 S 500 E,84106.0,425945.8130689386,4506529.419521057,100.0,AddressPoints.AddressGrid,"2975 S 500 E, SALT LAKE CITY",2975 south 500 east,SALT LAKE CITY,
F12-32015,360 N 900 W,84078.0,623357.4032012827,4479952.829077812,100.0,AddressPoints.AddressGrid,"360 N 900 W, VERNAL",360 north 900 west,VERNAL,
F10-3925,186 East Whitlock Avenue,84115.0,425196.33931365097,4507621.263368179,100.0,AddressPoints.AddressGrid,"186 E WHITLOCK AVE, SALT LAKE CITY","186 East Whitlock Avenue, 84115",SALT LAKE CITY,
F11-30074,"835 N Main, Suite #1",84015.0,413844.2304148416,4553238.1208823,90.92,AddressPoints.AddressGrid,"835 N MAIN ST, CLEARFIELD",835 north main,CLEARFIELD,
F10-28653,259 2nd Street,84404.0,418440.6827983014,4567980.889534717,100.0,AddressPoints.AddressGrid,"259 2ND ST, OGDEN","259 2nd Street, 84404",OGDEN,
F20-78322,781 E Gordon,84041.0,420034.8207564391,4547570.142179803,90.92,AddressPoints.AddressGrid,"781 E GORDON AVE, LAYTON",781 east gordon,LAYTON,
F15-42335,240 E 1250 N,84341.0,431145.06946030486,4622794.981207821,100.0,AddressPoints.AddressGrid,"240 E 1250 N, LOGAN",240 east 1250 north,LOGAN,
F10-26965,3223 S Main,84321.0,430587.6273292102,4613948.6288463585,90.92,AddressPoints.AddressGrid,"3223 S MAIN ST, LOGAN",3223 south main,LOGAN,
F16-54714,380 W 1400 N,84341.0,429868.153200686,4623169.9016646445,100.0,AddressPoints.AddressGrid,"380 W 1400 N, LOGAN",380 west 1400 north,LOGAN,
F20-76760,1497 W 800 N,84664.0,449169.8897372084,4443160.322982766,100.0,AddressPoints.AddressGrid,"1497 W 800 N, MAPLETON",1497 west 800 north,MAPLETON,
F10-3718,10447 S 1585 W,84095.0,0,0,0,,,,,No address candidates found with a score of 70 or better.
F10-27056,4038 West 11800 South,84095.0,416397.6261372177,4487834.637631665,100.0,Centerlines.StatewideRoads,"4038 W 11800 S, Salt Lake City","4038 West 11800 South, 84095",Salt Lake City,
F21-88180,4716 S 200 W,84107.0,424173.96119467943,4502433.641455311,100.0,AddressPoints.AddressGrid,"4716 S 200 W, SALT LAKE CITY",4716 south 200 west,SALT LAKE CITY,
F10-3622,3270 S 8400 W,84044.0,407701.7909802273,4506051.413802925,100.0,AddressPoints.AddressGrid,"3270 S 8400 W, SALT LAKE CITY",3270 south 8400 west,SALT LAKE CITY,
F12-34034,730 E 4500 S,84107.0,426456.88767739024,4502918.159952345,100.0,AddressPoints.AddressGrid,"730 E 4500 S, SALT LAKE CITY",730 east 4500 south,SALT LAKE CITY,
F15-44174,11930 South Redwood Rd,84065.0,420463.6823961269,4487507.3714990355,100.0,AddressPoints.AddressGrid,"11930 S REDWOOD RD, SALT LAKE CITY",11930 south redwood road,SALT LAKE CITY,
F21-87869,1802 S Main St,84115.0,424721.899206634,4509294.1216339925,100.0,AddressPoints.AddressGrid,"1802 S MAIN ST, SALT LAKE CITY",1802 south main street,SALT LAKE CITY,
F14-37376,3909 Highland Drive,84124.0,428622.7369732823,4504341.773261125,100.0,AddressPoints.AddressGrid,"3909 HIGHLAND DR, SALT LAKE CITY","3909 Highland Drive, 84124",SALT LAKE CITY,
F10-3523,1045 East Country Hill Drive,84403.0,420012.7715476209,4560051.542018653,99.04,Centerlines.StatewideRoads,"1045 E COUNTRY HILLS DR, Ogden","1045 East Country Hill Drive, 84403",Ogden,
F10-3810,4405 South 1025 East,84124.0,427136.54937987187,4503212.071186287,100.0,AddressPoints.AddressGrid,"4405 S 1025 E, SALT LAKE CITY","4405 South 1025 East, 84124",SALT LAKE CITY,
F10-3679,244 E Myrtle Avenue,84107.0,425158.0889122,4501530.167805725,100.0,AddressPoints.AddressGrid,"244 E MYRTLE AVE, SALT LAKE CITY",244 east myrtle avenue,SALT LAKE CITY,
