primary_key,input_street,input_zone,x,y,score,locator,matchAddress,standardizedAddress,addressGrid,message
F10-3711,232 W 800 S,84101.0,424202.0792831553,4511644.569526016,100.0,AddressPoints.AddressGrid,"232 W 800 S, SALT LAKE CITY",232 west 800 south,SALT LAKE CITY,
F10-3691,2722 W 6620 S,84084.0,418968.0903798807,4498252.854308255,100.0,Centerlines.StatewideRoads,"2722 W 6620 S, Salt Lake City",2722 west 6620 south,Salt Lake City,
F19-72060,407 E 700 S,84302.0,415749.1669326991,4594320.591094432,100.0,AddressPoints.AddressGrid,"407 E 700 S, BRIGHAM CITY",407 east 700 south,BRIGHAM CITY,
F10-3722,1303 S 1100 E,84105.0,427447.6268182736,4510409.883711295,100.0,AddressPoints.AddressGrid,"1303 S 1100 E, SALT LAKE CITY",1303 south 1100 east,SALT LAKE CITY,
F10-3630,2806 East 3300 South,84109.0,431354.9096446525,4505728.7512131855,100.0,AddressPoints.AddressGrid,"2806 E 3300 S, SALT LAKE CITY","2806 East 3300 South, 84109",SALT LAKE CITY,
F11-30077,181 East 8960 South,84070.0,425128.45333496324,4493516.532822618,100.0,AddressPoints.AddressGrid,"181 E 8960 S, SALT LAKE CITY","181 East 8960 South, 84070",SALT LAKE CITY,
F10-3914,5875 S1300 E,84121.0,0,0,0,,,,,No address candidates found with a score of 70 or better.
F10-3906,2138 E 7000 S,84121.0,429825.22027553245,4497332.350834301,100.0,Centerlines.StatewideRoads,"2138 E 7000 S, Salt Lake City",2138 east 7000 south,Salt Lake City,
F10-13633,8285 S 700 E,84070.0,426256.3192156839,4494812.292293313,100.0,AddressPoints.AddressGrid,"8285 S 700 E, SALT LAKE CITY",8285 south 700 east,SALT LAKE CITY,
F14-37254,10469 River Heights Drive,84095.0,417738.53295259684,4490458.249442819,100.0,AddressPoints.AddressGrid,"10469 RIVER HEIGHTS DR, SALT LAKE CITY","10469 River Heights Drive, 84095",SALT LAKE CITY,
F10-28511,9538 S Redwood Rd,84095.0,420447.8406832835,4492326.1739019435,100.0,AddressPoints.AddressGrid,"9538 S REDWOOD RD, SALT LAKE CITY",9538 south redwood road,SALT LAKE CITY,
F10-6888,3280 E 3900 S,84124.0,432297.90995997714,4504281.797919009,100.0,AddressPoints.AddressGrid,"3280 E 3900 S, SALT LAKE CITY",3280 east 3900 south,SALT LAKE CITY,
F18-66016,1325 W South Jordan Parkway,84095.0,421281.1810860513,4490447.978960429,100.0,AddressPoints.AddressGrid,"1325 W SOUTH JORDAN PKWY, SALT LAKE CITY",1325 west south jordan parkway,SALT LAKE CITY,
F18-65255,570 S 200 W,84759.0,373293.09359966003,4186158.648103065,100.0,AddressPoints.AddressGrid,"570 S 200 W, PANGUITCH",570 south 200 west,PANGUITCH,
F10-3839,1050 W 500 S,84104.0,422235.28286124696,4512388.08295892,100.0,AddressPoints.AddressGrid,"1050 W 500 S, SALT LAKE CITY",1050 west 500 south,SALT LAKE CITY,
F20-81401,3270 W 800 S,84104.0,426626.7415027225,4505841.001570305,92.43,Centerlines.StatewideRoads,"3270 S 800 E, Salt Lake City",3270 west 800 south,Salt Lake City,
F19-72743,95 W 320 N,84037.0,421006.2360942143,4543728.555253959,100.0,Centerlines.StatewideRoads,"95 W 320 N, Kaysville",95 west 320 north,Kaysville,
F10-3846,1300 W 300 N,84116.0,421743.1174974498,4514289.2280638395,100.0,AddressPoints.AddressGrid,"1300 W 300 N, SALT LAKE CITY",1300 west 300 north,SALT LAKE CITY,
F21-85022,780 S 200 W,84075.0,412600.4349497703,4551605.82374916,92.43,Centerlines.StatewideRoads,"780 W 200 S, Clearfield",780 south 200 west,Clearfield,
F21-87820,1387 W 1800 N,84015.0,411663.06879450055,4554788.509549648,100.0,AddressPoints.AddressGrid,"1387 W 1800 N, CLEARFIELD",1387 west 1800 north,CLEARFIELD,
F16-52283,5971 S 1900 W,84067.0,413867.21159379825,4556480.5511819525,100.0,AddressPoints.AddressGrid,"5971 S 1900 W, OGDEN",5971 south 1900 west,OGDEN,
F10-28144,1830 W 12600 S,84065.0,420282.3600480723,4486342.1835816335,100.0,AddressPoints.AddressGrid,"1830 W 12600 S, SALT LAKE CITY",1830 west 12600 south,SALT LAKE CITY,
F16-47636,1850 Sidewinder Drive,84060.0,457955.4176929123,4501624.781615817,100.0,AddressPoints.AddressGrid,"1850 SIDEWINDER DR, PARK CITY","1850 Sidewinder Drive, 84060",PARK CITY,
F17-57698,1881 Prospector Ave,84060.0,457946.23434535775,4501363.4859028915,100.0,AddressPoints.AddressGrid,"1881 PROSPECTOR AVE, PARK CITY",1881 prospector avenue,PARK CITY,
F16-50356,581 N  Redwood Rd,84116.0,420721.94219606515,4515007.965306231,100.0,Centerlines.StatewideRoads,"581 N REDWOOD RD, Salt Lake City",581 north redwood road,Salt Lake City,
F20-77020,2830 W 4700 S,84129.0,418807.4473045196,4502346.287452382,100.0,AddressPoints.AddressGrid,"2830 W 4700 S, SALT LAKE CITY",2830 west 4700 south,SALT LAKE CITY,
F18-60235,4165 W 5345 S,84118.0,416310.19902515656,4500779.478374487,100.0,AddressPoints.AddressGrid,"4165 W 5345 S, SALT LAKE CITY",4165 west 5345 south,SALT LAKE CITY,
F17-56961,1401 Lowell Ave,84060.0,457059.70446782524,4500194.748927862,100.0,AddressPoints.AddressGrid,"1401 LOWELL AVE, PARK CITY",1401 lowell avenue,PARK CITY,
F10-27207,101 Cross Street,84041.0,418537.40785028803,4546028.871173112,100.0,Centerlines.StatewideRoads,"101 CROSS ST, Layton","101 Cross Street, 84041",Layton,
F13-35534,1525 N Main Street,84010.0,425780.56867702754,4528657.612179912,100.0,AddressPoints.AddressGrid,"1525 N MAIN ST, BOUNTIFUL",1525 north main street,BOUNTIFUL,
F18-60734,2425 Heritage Way,84109.0,430614.12945136614,4507099.621508451,100.0,AddressPoints.AddressGrid,"2425 HERITAGE WAY, SALT LAKE CITY","2425 Heritage Way, 84109",SALT LAKE CITY,
F18-66298,485 N Marketplace Drive,84014.0,425217.8107772628,4530511.104573801,100.0,Centerlines.StatewideRoads,"485 N MARKETPLACE DR, Centerville",485 north marketplace drive,Centerville,
F10-3485,655 36th Street,84403.0,419184.1678919045,4561133.233206179,100.0,AddressPoints.AddressGrid,"655 36TH ST, OGDEN","655 36th Street, 84403",OGDEN,
F10-3597,802 N 2200 W,84116.0,419613.22146721225,4515533.870016152,100.0,AddressPoints.AddressGrid,"802 N 2200 W, SALT LAKE CITY",802 north 2200 west,SALT LAKE CITY,
F19-69302,45 S 200 W,84654.0,425200.67542523774,4312361.150200834,100.0,AddressPoints.AddressGrid,"45 S 200 W, SALINA",45 south 200 west,SALINA,
F10-1209,1041 N 500 W,84604.0,443057.0588346679,4455460.297490672,100.0,AddressPoints.AddressGrid,"1041 N 500 W, PROVO",1041 north 500 west,PROVO,
F20-78580,1735 South Redwood Rd,84104.0,420739.7368326938,4509439.410467451,100.0,AddressPoints.AddressGrid,"1735 S REDWOOD RD, SALT LAKE CITY",1735 south redwood road,SALT LAKE CITY,
F21-87020,478 W 200 N,84010.0,424911.6872031547,4527113.468213013,100.0,AddressPoints.AddressGrid,"478 W 200 N, BOUNTIFUL",478 west 200 north,BOUNTIFUL,
F10-15363,215 S  300 E,84010.0,426417.04082992265,4526591.411266876,100.0,AddressPoints.AddressGrid,"215 S 300 E, BOUNTIFUL",215 south 300 east,BOUNTIFUL,
F10-3671,3844 S 1100 E,84106.0,427328.99675079994,4504459.901577151,100.0,AddressPoints.AddressGrid,"3844 S 1100 E, SALT LAKE CITY",3844 south 1100 east,SALT LAKE CITY,
F15-43154,2044 S Mesa Palms Drive,84770.0,268600.23738461896,4106179.0565131595,100.0,AddressPoints.AddressGrid,"2044 S MESA PALMS DR, ST GEORGE",2044 south mesa palms drive,ST GEORGE,
F17-56859,11477 S Redwood Rd,84095.0,420571.0302200591,4488420.897781635,100.0,AddressPoints.AddressGrid,"11477 S REDWOOD RD, SALT LAKE CITY",11477 south redwood road,SALT LAKE CITY,
F19-72228,5341 Highland Dr.,84117.0,429482.16774872335,4500652.218327371,100.0,AddressPoints.AddressGrid,"5341 HIGHLAND DR, SALT LAKE CITY",5341 highland drive,SALT LAKE CITY,
F17-59358,405 S Main Street,84111.0,424814.5189535492,4512535.352223828,100.0,AddressPoints.AddressGrid,"405 S MAIN ST, SALT LAKE CITY",405 south main street,SALT LAKE CITY,
F10-27070,91 N R Street,84103.0,427556.0906877819,4513746.092954117,100.0,AddressPoints.AddressGrid,"91 N R ST, SALT LAKE CITY",91 north r street,SALT LAKE CITY,
F20-82320,11748 S 3600 W,84095.0,417257.9501770037,4487922.550744399,100.0,AddressPoints.AddressGrid,"11748 S 3600 W, SALT LAKE CITY",11748 south 3600 west,SALT LAKE CITY,
F19-73380,5746 W 13400 S,84096.0,412916.89756931167,4484673.668525663,100.0,AddressPoints.AddressGrid,"5746 W 13400 S, SALT LAKE CITY",5746 west 13400 south,SALT LAKE CITY,
F10-28001,6729 West 7820 South,84088.0,411033.6969888861,4495870.32912602,100.0,AddressPoints.AddressGrid,"6729 W 7820 S, SALT LAKE CITY","6729 West 7820 South, 84088",SALT LAKE CITY,
F10-26968,131 W Woodrow Street,84107.0,424355.77784149494,4500697.359086062,100.0,AddressPoints.AddressGrid,"131 W WOODROW ST, SALT LAKE CITY",131 west woodrow street,SALT LAKE CITY,
F10-27674,7908 S Old Bingham Highway,84088.0,417869.4775561383,4495659.353502545,100.0,AddressPoints.AddressGrid,"7908 S OLD BINGHAM HWY, SALT LAKE CITY",7908 south old bingham highway,SALT LAKE CITY,
F10-26987,4130 S 3600 W,84119.0,417398.3770888585,4503823.639609489,100.0,AddressPoints.AddressGrid,"4130 S 3600 W, SALT LAKE CITY",4130 south 3600 west,SALT LAKE CITY,
F10-27827,2271 W 6200 S,84129.0,419682.53189594473,4499029.8978812,100.0,AddressPoints.AddressGrid,"2271 W 6200 S, SALT LAKE CITY",2271 west 6200 south,SALT LAKE CITY,
F14-40637,5000 W 5035 S,84118.0,414614.2577993991,4501441.999115468,100.0,AddressPoints.AddressGrid,"5000 W 5035 S, SALT LAKE CITY",5000 west 5035 south,SALT LAKE CITY,
F14-40638,4995 S Redwood Road,84123.0,420699.91349975776,4501492.211341679,100.0,AddressPoints.AddressGrid,"4995 S REDWOOD RD, SALT LAKE CITY",4995 south redwood road,SALT LAKE CITY,
F12-32714,6990 S 1300 W,84084.0,421396.92657806684,4497465.444938817,100.0,Centerlines.StatewideRoads,"6990 S 1300 W, Salt Lake City",6990 south 1300 west,Salt Lake City,
F10-26760,3868 S 200 E,84115.0,425159.9784725013,4504450.180188808,100.0,AddressPoints.AddressGrid,"3868 S 200 E, SALT LAKE CITY",3868 south 200 east,SALT LAKE CITY,
F18-65816,4050 S 2700 W,84119.0,419032.02821477526,4504046.34275582,100.0,Centerlines.StatewideRoads,"4050 S 2700 W, Salt Lake City",4050 south 2700 west,Salt Lake City,
F22-88231,805 E 700 S,84015.0,415149.4813657303,4550757.582252233,100.0,Centerlines.StatewideRoads,"805 E 700 S, Clearfield",805 east 700 south,Clearfield,
F20-79361,410 S Main Street,84058.0,440843.02902846044,4460126.908360903,100.0,AddressPoints.AddressGrid,"410 S MAIN ST, OREM",410 south main street,OREM,
F16-52139,845 N 400 E,84010.0,426468.5171478577,4527807.193657634,100.0,AddressPoints.AddressGrid,"845 N 400 E, BOUNTIFUL",845 north 400 east,BOUNTIFUL,
F20-76720,302 S 1100 W,84720.0,316836.81042881927,4172635.0984052406,92.43,Centerlines.StatewideRoads,"302 N 1100 W, Cedar City",302 south 1100 west,Cedar City,
F19-75721,481 S 400 E,84010.0,426518.76917016826,4526301.104645702,100.0,Centerlines.StatewideRoads,"481 S 400 E, Bountiful",481 south 400 east,Bountiful,
F20-77762,10866 S Redwood Rd,84095.0,420467.3019133703,4489653.372919168,100.0,AddressPoints.AddressGrid,"10866 S REDWOOD RD, SALT LAKE CITY",10866 south redwood road,SALT LAKE CITY,
F15-44515,2825 South 200 East,84115.0,425250.3286772599,4506907.702176038,100.0,AddressPoints.AddressGrid,"2825 S 200 E, SALT LAKE CITY","2825 South 200 East, 84115",SALT LAKE CITY,
F10-5798,475 E Herbert Ave,84111.0,425929.2011757203,4511001.560688968,100.0,AddressPoints.AddressGrid,"475 E HERBERT AVE, SALT LAKE CITY",475 east herbert avenue,SALT LAKE CITY,
F16-47856,4995 S Atwood Blvd,84107.0,425324.9387805916,4501710.432770784,100.0,AddressPoints.AddressGrid,"4995 S ATWOOD BLVD, SALT LAKE CITY",4995 south atwood boulevard,SALT LAKE CITY,
F20-78220,1432 S 1100 E,84105.0,427396.56696110417,4510085.719296825,100.0,AddressPoints.AddressGrid,"1432 S 1100 E, SALT LAKE CITY",1432 south 1100 east,SALT LAKE CITY,
F18-68380,8575 S 700 E,84070.0,426235.268714512,4494203.363505896,100.0,AddressPoints.AddressGrid,"8575 S 700 E, SALT LAKE CITY",8575 south 700 east,SALT LAKE CITY,
F13-37075,261 S 900 E,84102.0,427011.40899435733,4512869.459959959,100.0,AddressPoints.AddressGrid,"261 S 900 E, SALT LAKE CITY",261 south 900 east,SALT LAKE CITY,
F10-3633,1180 East 10600 South,84094.0,427445.7298323049,4490092.223086304,100.0,AddressPoints.AddressGrid,"1180 E 10600 S, SALT LAKE CITY","1180 East 10600 South, 84094",SALT LAKE CITY,
F20-82120,2285 S Main Street,84115.0,424782.72149399045,4508186.048669061,100.0,AddressPoints.AddressGrid,"2285 S MAIN ST, SALT LAKE CITY",2285 south main street,SALT LAKE CITY,
F20-79280,2285 S Main Street,84115.0,424782.72149399045,4508186.048669061,100.0,AddressPoints.AddressGrid,"2285 S MAIN ST, SALT LAKE CITY",2285 south main street,SALT LAKE CITY,
F10-8504,4439 S 700 W,84405.0,416467.86004944716,4559390.364215189,100.0,AddressPoints.AddressGrid,"4439 S 700 W, OGDEN",4439 south 700 west,OGDEN,
F10-9642,338 East 400 North,84648.0,428887.9501426522,4396355.07992316,100.0,AddressPoints.AddressGrid,"338 E 400 N, NEPHI","338 East 400 North, 84648",NEPHI,
F10-5688,650 N Vernal Ave,84078.0,624748.4270858665,4480421.388037268,100.0,Centerlines.StatewideRoads,"650 N VERNAL AVE, Vernal",650 north vernal avenue,Vernal,
F16-52035,220 South 700 East,84606.0,444973.3921789182,4453563.270351143,100.0,AddressPoints.AddressGrid,"220 S 700 E, PROVO","220 South 700 East, 84606",PROVO,
F11-29242,221 West 700 South,84032.0,464628.3319615049,4483187.3520703325,100.0,AddressPoints.AddressGrid,"221 W 700 S, HEBER CITY","221 West 700 South, 84032",HEBER CITY,
F20-78520,904 S State Street,84097.0,441448.57770245546,4459119.832306685,100.0,AddressPoints.AddressGrid,"904 S STATE ST, OREM",904 south state street,OREM,
F17-58044,3951 Adams Ave,84403.0,418787.25951715786,4560449.229773538,100.0,AddressPoints.AddressGrid,"3951 ADAMS AVE, OGDEN",3951 adams avenue,OGDEN,
F10-3773,43 S 200 W,84010.0,425417.2624045644,4526808.060561732,100.0,AddressPoints.AddressGrid,"43 S 200 W, BOUNTIFUL",43 south 200 west,BOUNTIFUL,
F10-27640,1323 E Gordon Avenue,84041.0,420965.3518829904,4547450.813947177,100.0,AddressPoints.AddressGrid,"1323 E GORDON AVE, LAYTON",1323 east gordon avenue,LAYTON,
F10-27588,7373 W 3500 S,84044.0,409849.90021707397,4505581.948596287,100.0,AddressPoints.AddressGrid,"7373 W 3500 S, SALT LAKE CITY",7373 west 3500 south,SALT LAKE CITY,
F10-28499,416 S Alpine Highway,84004.0,433915.21996507695,4477706.070992443,100.0,Centerlines.StatewideRoads,"416 S ALPINE HWY, Alpine",416 south alpine highway,Alpine,
F12-33034,4059 S 4000 W,84120.0,416662.14954175986,4504042.221966716,100.0,AddressPoints.AddressGrid,"4059 S 4000 W, SALT LAKE CITY",4059 south 4000 west,SALT LAKE CITY,
F15-45595,1765 W 2100 S,84401.0,414318.9614446211,4564639.932969697,100.0,AddressPoints.AddressGrid,"1765 W 2100 S, OGDEN",1765 west 2100 south,OGDEN,
F20-76761,309 S Main Street,84663.0,448041.2182236752,4445940.130661777,100.0,AddressPoints.AddressGrid,"309 S MAIN ST, SPRINGVILLE",309 south main street,SPRINGVILLE,
F21-83120,1082 E. Riverside Drive,84790.0,272512.8284029983,4107619.1288181418,100.0,AddressPoints.AddressGrid,"1082 E RIVERSIDE DR, ST GEORGE",1082 east riverside drive,ST GEORGE,
F10-4004,1035 W Indiana Avenue,84104.0,422202.4629274791,4511549.00006467,100.0,AddressPoints.AddressGrid,"1035 W INDIANA AVE, SALT LAKE CITY",1035 west indiana avenue,SALT LAKE CITY,
F10-28203,325 W 1700 S,84015.0,413341.42720221187,4549130.55097994,100.0,AddressPoints.AddressGrid,"325 W 1700 S, CLEARFIELD",325 west 1700 south,CLEARFIELD,
F10-1,Highland Dr.,84116.0,0,0,0,,,,,No address candidates found with a score of 70 or better.
F11-30249,288 N 1460 W,84106.0,421245.5114451852,4514302.189010485,100.0,AddressPoints.AddressGrid,"288 N 1460 W, SALT LAKE CITY",288 north 1460 west,SALT LAKE CITY,
F17-56916,848 W 1600 S,84015.0,412485.9885502316,4549355.9997045165,100.0,AddressPoints.AddressGrid,"848 W 1600 S, CLEARFIELD",848 west 1600 south,CLEARFIELD,
F19-69742,10 Pinebrook Road,84098.0,452009.3274498369,4511065.968687311,100.0,AddressPoints.AddressGrid,"10 PINEBROOK RD, PARK CITY","10 Pinebrook Road, 84098",PARK CITY,
F15-46316,1740 S 1100 E,84105.0,427377.3312641362,4509398.551559828,100.0,AddressPoints.AddressGrid,"1740 S 1100 E, SALT LAKE CITY",1740 south 1100 east,SALT LAKE CITY,
F10-11896,4579 S 1175 W,84123.0,421842.2799665648,4502604.102107549,100.0,AddressPoints.AddressGrid,"4579 S 1175 W, SALT LAKE CITY",4579 south 1175 west,SALT LAKE CITY,
F10-28506,1575 S State Street,84115.0,425075.0602812513,4509749.398148855,100.0,AddressPoints.AddressGrid,"1575 S STATE ST, SALT LAKE CITY",1575 south state street,SALT LAKE CITY,
F11-29462,440 N  900 W,84037.0,419537.5475563949,4543840.248468377,100.0,Centerlines.StatewideRoads,"440 N 900 W, Kaysville",440 north 900 west,Kaysville,
F18-68482,38 E 400 S,84010.0,425874.99613430013,4526371.67290944,100.0,Centerlines.StatewideRoads,"38 E 400 S, Bountiful",38 east 400 south,Bountiful,
F10-27908,350 N 400 E,84501.0,516883.1428519659,4383974.074521447,100.0,AddressPoints.AddressGrid,"350 N 400 E, PRICE",350 north 400 east,PRICE,
F11-30031,1100 Tuacahn Drive Ste 2B,84738.0,263970.50788889825,4119322.130286146,100.0,AddressPoints.AddressGrid,"1100 TUACAHN DR, IVINS",1100 tuacahn drive,IVINS,
F20-81500,1161 W 2320 S,84119.0,421805.84178427805,4508150.691297363,100.0,AddressPoints.AddressGrid,"1161 W 2320 S, SALT LAKE CITY",1161 west 2320 south,SALT LAKE CITY,
F21-86180,336 East 3900 South,84115.0,425507.87986722094,4504365.362961849,100.0,AddressPoints.AddressGrid,"336 E 3900 S, SALT LAKE CITY","336 East 3900 South, 84115",SALT LAKE CITY,
F10-4272,1601 University Village East,84108.0,0,0,0,,,,,No address candidates found with a score of 70 or better.
F10-28009,225 S 1400 E Room 120,84112.0,428246.79758960934,4512921.531917653,100.0,AddressPoints.AddressGrid,"225 S 1400 E, SALT LAKE CITY",225 south 1400 east,SALT LAKE CITY,
F17-57558,545 S Guardsman Way,84108.0,428811.07874815504,4512134.74295207,100.0,AddressPoints.AddressGrid,"545 S GUARDSMAN WAY, SALT LAKE CITY",545 south guardsman way,SALT LAKE CITY,
F10-13414,1140 S 400 W,84058.0,440061.7578502121,4458662.982642571,100.0,AddressPoints.AddressGrid,"1140 S 400 W, OREM",1140 south 400 west,OREM,
F21-84900,7305 Clear Meadow Way,84005.0,418697.4707417871,4467275.46401504,100.0,AddressPoints.AddressGrid,"7305 CLEAR MEADOW WAY, EAGLE MOUNTAIN","7305 Clear Meadow Way, 84005",EAGLE MOUNTAIN,
F21-87462,4998 Galleria Drive,84123.0,423581.1181082048,4501755.202331946,100.0,AddressPoints.AddressGrid,"4998 GALLERIA DR, SALT LAKE CITY","4998 Galleria Drive, 84123",SALT LAKE CITY,
F10-28515,585 39th Street,84403.0,419059.04774630524,4560489.030024911,100.0,AddressPoints.AddressGrid,"585 39TH ST, OGDEN","585 39th Street, 84403",OGDEN,
F11-30222,218 N Center St,84003.0,432254.2522467012,4470401.981137271,100.0,AddressPoints.AddressGrid,"218 N CENTER ST, AMERICAN FORK",218 north center street,AMERICAN FORK,
F20-80040,197 W. 500 S.,84321.0,430130.60192829045,4619299.312785896,100.0,AddressPoints.AddressGrid,"197 W 500 S, LOGAN",197 west 500 south,LOGAN,
F16-50696,7839 S Highland Dr,84121.0,429563.33046882617,4495601.280903921,100.0,AddressPoints.AddressGrid,"7839 S HIGHLAND DR, SALT LAKE CITY",7839 south highland drive,SALT LAKE CITY,
F10-16089,2309 E 9400 S,84093.0,430273.1887973002,4492376.2301467415,100.0,Centerlines.StatewideRoads,"2309 E 9400 S, Salt Lake City",2309 east 9400 south,Salt Lake City,
F10-3763,6120 S 2075 E,84121.0,429612.17884498986,4499110.553298085,100.0,AddressPoints.AddressGrid,"6120 S 2075 E, SALT LAKE CITY",6120 south 2075 east,SALT LAKE CITY,
F17-57754,45 E 500 N,84701.0,405830.9718646084,4292413.245679157,100.0,AddressPoints.AddressGrid,"45 E 500 N, RICHFIELD",45 east 500 north,RICHFIELD,
F19-70840,231 E 100 S,84111.0,425360.31700996496,4513320.95050429,100.0,AddressPoints.AddressGrid,"231 E 100 S, SALT LAKE CITY",231 east 100 south,SALT LAKE CITY,
F16-51695,1165 S 180 E,84606.0,444213.1708243033,4452209.889028631,100.0,AddressPoints.AddressGrid,"1165 S 180 E, PROVO",1165 south 180 east,PROVO,
F20-78460,1000 North State Street,84057.0,440342.2369968573,4463002.278834955,100.0,AddressPoints.AddressGrid,"1000 N STATE ST, OREM","1000 North State Street, 84057",OREM,
F16-49819,4223 S Atherton Drive,84123.0,420922.8526525557,4503570.055363626,100.0,Centerlines.StatewideRoads,"4223 S ATHERTON DR, Salt Lake City",4223 south atherton drive,Salt Lake City,
F10-10761,344 E 300 S,84111.0,425663.4468208855,4512771.152961659,100.0,AddressPoints.AddressGrid,"344 E 300 S, SALT LAKE CITY",344 east 300 south,SALT LAKE CITY,
F10-3835,347 West Center Street,84062.0,436671.41152944835,4468485.188857382,100.0,AddressPoints.AddressGrid,"347 W CENTER ST, PLEASANT GROVE","347 West Center Street, 84062",PLEASANT GROVE,
F16-47814,177 W 12300 S #107,84020.0,423998.97861081414,4486550.218415199,100.0,AddressPoints.AddressGrid,"177 W 12300 S, SALT LAKE CITY",177 west 12300 south,SALT LAKE CITY,
F19-73944,3535 S 3200 W,84119.0,418286.3021430353,4505445.624115758,100.0,AddressPoints.AddressGrid,"3535 S 3200 W, SALT LAKE CITY",3535 south 3200 west,SALT LAKE CITY,
